file	nsamp	ndiffs	ncells
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	37	154262	2478556
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	38	154700	2545544
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	27	148276	5123898
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	40	206454	4623280
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	39	161158	2612532
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	28	155688	5313672
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	40	160526	2679520
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	41	210150	4738862
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	41	172124	2746508
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	29	160648	5503446
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	42	173066	2813496
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	42	209114	4854444
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	43	166304	2880484
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	30	169076	5693220
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	44	173558	2947472
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	43	208552	4970026
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	31	169720	5882994
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	45	187970	3014460
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	46	180012	3081448
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	32	178242	6072768
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	44	216942	5085608
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	47	197374	3148436
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	33	180494	6262542
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	48	193836	3215424
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	45	240330	5201190
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	49	198440	3282412
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	34	185870	6452316
./crashC13.45193572/crashC13.45193572_chr13.vcf.gz	50	208270	3349400
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	2	8050	132720
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	46	232078	5316772
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	3	11816	199080
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	4	16808	265440
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	5	19626	331800
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	6	24496	398160
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	7	27758	464520
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	35	197410	6642090
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	8	31264	530880
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	9	35128	597240
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	10	38998	663600
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	11	42946	729960
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	47	236348	5432354
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	12	47956	796320
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	13	51220	862680
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	14	56226	929040
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	36	201074	6831864
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	15	58098	995400
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	16	65094	1061760
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	17	70518	1128120
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	18	70012	1194480
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	48	240008	5547936
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	19	75846	1260840
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	37	205788	7021638
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	20	78712	1327200
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	21	83668	1393560
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	22	86950	1459920
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	23	91442	1526280
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	49	264524	5663518
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	24	100184	1592640
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	38	207428	7211412
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	25	101304	1659000
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	26	102252	1725360
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	27	110952	1791720
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	28	108134	1858080
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	39	211710	7401186
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	50	256138	5779100
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	2	10330	228260
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	29	116232	1924440
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	3	15098	342390
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	30	121414	1990800
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	4	20576	456520
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	5	25598	570650
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	31	124486	2057160
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	6	29822	684780
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	40	220850	7590960
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	32	124738	2123520
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	7	36450	798910
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	33	131276	2189880
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	8	41264	913040
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	9	46284	1027170
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	34	139632	2256240
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	10	49662	1141300
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	41	221678	7780734
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	35	133136	2322600
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	11	56274	1255430
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	36	148496	2388960
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	12	61102	1369560
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	13	65524	1483690
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	37	148820	2455320
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	14	72584	1597820
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	42	226856	7970508
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	38	139156	2521680
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	15	77962	1711950
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	39	155608	2588040
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	16	82998	1826080
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	40	152080	2654400
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	17	86122	1940210
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	43	238630	8160282
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	18	89882	2054340
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	41	156862	2720760
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	19	98150	2168470
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	42	165858	2787120
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	20	103446	2282600
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	43	158272	2853480
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	44	248552	8350056
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	21	105828	2396730
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	44	175802	2919840
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	22	113890	2510860
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	45	173208	2986200
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	23	113454	2624990
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	45	244132	8539830
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	46	172166	3052560
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	24	118574	2739120
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	47	169688	3118920
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	25	124874	2853250
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	48	194010	3185280
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	26	129452	2967380
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	46	251104	8729604
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	27	135688	3081510
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	49	185588	3251640
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	28	139372	3195640
./crashC13.87076049/crashC13.87076049_chr13.vcf.gz	50	194192	3318000
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	2	8134	134948
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	3	12000	202422
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	4	15998	269896
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	5	21254	337370
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	47	257784	8919378
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	6	24702	404844
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	29	150330	3309770
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	7	28560	472318
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	8	31666	539792
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	9	37308	607266
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	10	39744	674740
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	30	152430	3423900
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	11	46906	742214
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	12	51554	809688
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	13	54572	877162
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	14	55330	944636
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	31	159198	3538030
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	15	62088	1012110
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	48	258322	9109152
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	16	61292	1079584
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	17	72296	1147058
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	32	165968	3652160
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	18	74754	1214532
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	19	78750	1282006
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	20	84948	1349480
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	33	168574	3766290
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	21	86676	1416954
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	22	87364	1484428
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	49	261368	9298926
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	23	93678	1551902
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	34	174766	3880420
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	24	100780	1619376
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	25	107150	1686850
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	26	105704	1754324
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	35	176390	3994550
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	27	109826	1821798
./growthC1.37633699/growthC1.37633699_chr1.vcf.gz	50	286656	9488700
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	28	116410	1889272
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	2	10860	372684
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	36	175038	4108680
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	29	115718	1956746
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	3	15956	559026
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	30	121908	2024220
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	4	20732	745368
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	31	133134	2091694
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	37	185132	4222810
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	5	27868	931710
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	32	133420	2159168
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	6	32752	1118052
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	33	133230	2226642
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	7	38810	1304394
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	38	184546	4336940
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	34	139834	2294116
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	8	44860	1490736
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	35	135738	2361590
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	9	51244	1677078
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	39	200772	4451070
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	10	56180	1863420
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	36	148034	2429064
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	11	60678	2049762
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	37	146722	2496538
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	12	67798	2236104
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	40	197758	4565200
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	38	148626	2564012
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	13	69446	2422446
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	39	164430	2631486
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	14	77044	2608788
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	41	208642	4679330
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	40	151364	2698960
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	15	81246	2795130
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	41	170222	2766434
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	16	87062	2981472
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	42	202032	4793460
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	42	176584	2833908
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	17	97070	3167814
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	43	166456	2901382
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	18	101322	3354156
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	43	219170	4907590
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	44	173922	2968856
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	19	106346	3540498
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	45	177966	3036330
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	20	109090	3726840
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	44	217112	5021720
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	46	180080	3103804
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	21	116690	3913182
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	22	120232	4099524
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	47	182524	3171278
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	45	225296	5135850
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	23	126592	4285866
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	48	178940	3238752
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	24	137320	4472208
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	49	199988	3306226
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	46	233786	5249980
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	25	144650	4658550
./crashC1.61988119/crashC1.61988119_chr1.vcf.gz	50	199508	3373700
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	2	7802	131364
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	3	11860	197046
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	4	16210	262728
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	5	20296	328410
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	6	24042	394092
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	26	147448	4844892
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	7	28076	459774
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	47	235748	5364110
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	8	31830	525456
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	9	37396	591138
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	10	40948	656820
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	11	41264	722502
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	27	149272	5031234
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	12	49078	788184
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	13	52126	853866
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	14	58924	919548
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	48	248618	5478240
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	15	58390	985230
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	28	155618	5217576
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	16	62396	1050912
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	17	67842	1116594
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	18	68056	1182276
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	19	72538	1247958
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	29	162038	5403918
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	20	79148	1313640
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	49	238260	5592370
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	21	82888	1379322
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	22	86678	1445004
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	30	166952	5590260
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	23	90482	1510686
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	24	91238	1576368
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	25	101612	1642050
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	31	171608	5776602
./equilC21.21465963/equilC21.21465963_chr21.vcf.gz	50	250328	5706500
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	26	97364	1707732
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	2	9546	225512
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	3	15216	338268
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	27	106020	1773414
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	4	19458	451024
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	28	103904	1839096
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	32	180562	5962944
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	5	25922	563780
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	29	113838	1904778
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	6	29466	676536
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	7	34660	789292
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	30	119830	1970460
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	8	37238	902048
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	31	127474	2036142
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	33	187152	6149286
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	9	43534	1014804
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	32	123264	2101824
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	10	48322	1127560
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	33	129944	2167506
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	11	51704	1240316
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	34	190216	6335628
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	12	58142	1353072
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	34	135364	2233188
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	13	61292	1465828
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	35	139446	2298870
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	14	72050	1578584
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	35	197158	6521970
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	36	143322	2364552
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	15	72482	1691340
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	37	143686	2430234
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	16	79598	1804096
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	17	78244	1916852
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	38	144764	2495916
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	36	194626	6708312
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	18	93236	2029608
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	39	147478	2561598
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	19	93740	2142364
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	40	154766	2627280
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	20	100416	2255120
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	37	210712	6894654
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	41	158456	2692962
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	21	108214	2367876
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	42	165010	2758644
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	22	111070	2480632
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	38	201384	7080996
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	43	179606	2824326
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	23	114702	2593388
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	44	173332	2890008
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	24	119418	2706144
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	39	215848	7267338
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	25	125754	2818900
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	45	160084	2955690
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	26	128470	2931656
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	46	173032	3021372
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	40	219814	7453680
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	27	135216	3044412
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	47	169914	3087054
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	28	137684	3157168
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	48	216150	3152736
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	41	232594	7640022
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	29	136020	3269924
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	49	184970	3218418
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	30	148834	3382680
./crashC6.115317336/crashC6.115317336_chr6.vcf.gz	50	194172	3284100
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	2	7914	135068
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	42	237190	7826364
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	3	11948	202602
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	4	15702	270136
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	5	21280	337670
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	31	154504	3495436
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	6	24578	405204
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	7	28576	472738
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	8	32512	540272
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	9	36162	607806
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	10	40724	675340
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	32	158184	3608192
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	11	42256	742874
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	43	242590	8012706
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	12	46066	810408
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	13	53970	877942
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	14	59464	945476
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	33	163518	3720948
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	15	59488	1013010
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	16	66700	1080544
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	17	70658	1148078
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	18	72602	1215612
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	44	239648	8199048
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	34	165834	3833704
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	19	78534	1283146
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	20	78140	1350680
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	21	86500	1418214
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	35	174792	3946460
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	22	86504	1485748
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	23	93120	1553282
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	45	247230	8385390
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	24	91558	1620816
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	36	181112	4059216
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	25	102980	1688350
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	26	107910	1755884
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	27	105304	1823418
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	37	184414	4171972
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	28	114380	1890952
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	46	266330	8571732
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	29	116452	1958486
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	38	179078	4284728
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	30	117932	2026020
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	31	117366	2093554
./crashC6.12268597/crashC6.12268597_chr6.vcf.gz	32	131370	2161088
./equilC2.179420968/equilC2.179420968_chr2.vcf.gz	39	190050	4397484
./growthC1.44091248/growthC1.44091248_chr1.vcf.gz	47	256052	8758074
